phrase,count
did purchase,20
did qualify,38
did realize,31
did receive,1250
did receive benefit,31
did receive clear,74
did receive communication,24
did receive email,30
did receive goods,43
did receive meaningful,31
did receive notice,53
did receive notification,23
did receive proper,41
did receive response,49
did receive written,29
did received,22
did recognize,56
did reflect,32
did refund,21
did report,27
did request,145
did resolve,54
did resolve issue,28
did respond,109
did return,51
did said,27
did say,30
did send,84
did sign,97
did state,26
did submit,25
did tell,25
did told,36
did try,23
did understand,48
did use,48
did want,128
did work,38
did wrong,36
did xx,56
did xx xx,56
didn agree,57
didn agree didn,55
didn follow,60
didn follow proper,56
didn know,71
didn make,31
didn receive,49
didn sign,61
didn sign agreement,57
didn want,26
didnt authorize,23
didnt know,65
didnt make,28
didnt pay,21
didnt receive,52
didnt want,28
didnt work,22
different account,68
different address,32
different agents,21
different balances,21
different bank,23
different collection,29
different company,26
different credit,24
different departments,27
different number,24
different numbers,24
different people,45
different phone,31
different representative,29
different representatives,61
different state,23
different times,42
difficult understand,24
digital wallet,76
digits social,28
digits social security,27
direct communication,35
direct contact,46
direct contradiction,44
direct deposit,323
direct deposits,127
direct dispute,45
direct financial,53
direct financial harm,31
direct result,273
direct violation,362
direct violation fair,33
direct violation fcra,39
direct violation fdcpa,26
direct violation federal,73
directed contact,45
directly account,22
directly bank,77
directly caused,69
directly company,90
directly confirmed,35
directly contradict,27
directly contradicted,45
directly contradicting,20
directly contradicts,173
directly contributed,24
directly credit,39
directly impacted,53
directly impacted ability,29
directly impacting,31
directly impair,67
directly impair efficiency,67
directly informed,28
directly merchant,89
directly received,26
directly resulted,25
directly tied,34
directly wells,32
directly wells fargo,28
directly xx,37
directly xx xx,37
discharged bankruptcy,28
disclosed time,51
disclosure investigation,559
disclosure investigation consumer,556
disclosure method,21
disclosure practices,22
disclosure requirements,30
discovered account,76
discovered collection,72
discovered collection account,51
discovered fraudulent,26
discovered issue,23
discovered multiple,28
discovered unauthorized,52
discovered xx,20
discovered xx xx,20
discovering fraud,23
discovering issue,30
discovering unauthorized,23
displaying signature,29
displaying signature delete,25
dispute account,261
dispute account believe,25
dispute account entirety,22
dispute accounts,32
dispute accuracy,150
dispute accuracy completeness,50
dispute accuracy validity,28
dispute alleged,86
dispute alleged debt,74
dispute appeal,29
dispute bank,121
dispute bank america,26
dispute based,85
dispute believe,31
dispute billing,31
dispute capital,39
dispute case,77
dispute cash,45
dispute cash app,40
dispute certified,30
dispute certified mail,29
dispute charge,166
dispute charges,152
dispute chase,30
dispute chime,32
dispute citi,29
dispute citibank,52
dispute claim,137
dispute claiming,26
dispute claims,29
dispute closed,63
dispute collection,71
dispute collection account,50
dispute company,62
dispute concerns,32
dispute conclusion,22
dispute conduct,30
dispute consumer,23
dispute continued,31
dispute correct,20
dispute credit,128
dispute credit card,45
dispute days,36
dispute debt,285
dispute debt entirety,63
dispute debt request,31
dispute demand,64
dispute demand validation,22
dispute denial,24
dispute denied,232
dispute department,77
dispute despite,77
dispute determination,27
dispute did,65
dispute directly,29
dispute dispute,50
dispute documentation,28
dispute does,20
dispute failed,22
dispute failure,46
dispute fair,50
dispute fair credit,43
dispute favor,34
dispute fcra,37
dispute filed,114
dispute following,66
dispute following inaccurate,32
dispute fraud,24
dispute fraudulent,57
dispute furthermore,54
dispute furthermore fcra,45
dispute given,21
dispute handled,23
dispute handling,87
dispute history,24
dispute inaccurate,156
dispute inaccurate information,58
dispute including,31
dispute information,47
dispute investigation,76
dispute involves,27
dispute involving,125
dispute issue,28
dispute lack,23
dispute letter,126
dispute letters,52
dispute merchant,39
dispute multiple,32
dispute notice,30
dispute opened,40
dispute paypal,32
dispute pending,26
dispute process,222
dispute properly,56
dispute provide,33
dispute provided,42
dispute providing,43
dispute pursuant,27
dispute received,67
dispute referenced,23
dispute regarding,166
dispute related,26
dispute remains,38
dispute remains unresolved,26
dispute reopened,44
dispute reporting,34
dispute request,142
dispute request validation,67
dispute requested,31
dispute requesting,80
dispute required,34
dispute resolution,136
dispute resolution process,38
dispute resolved,93
dispute response,22
dispute review,43
dispute rights,45
dispute sent,31
dispute services,24
dispute solely,21
dispute specifically,24
dispute stated,21
dispute stating,91
dispute status,28
dispute submitted,81
dispute team,29
dispute time,23
dispute told,41
dispute transaction,116
dispute transactions,49
dispute twice,20
dispute unauthorized,89
dispute validation,56
dispute validation request,38
dispute validity,587
dispute validity accuracy,20
dispute validity alleged,40
dispute validity debt,476
dispute wells,52
dispute wells fargo,44
dispute window,33
dispute xx,256
dispute xx xx,256
disputed account,559
disputed account credit,114
disputed account directly,27
disputed account multiple,25
disputed account requested,63
disputed accounts,130
disputed alleged,51
disputed alleged debt,23
disputed amounts,41
disputed balance,72
disputed charge,307
disputed charges,222
disputed collection,42
disputed collection account,28
disputed consumer,61
disputed credit,95
disputed credit bureaus,31
disputed credit card,25
disputed debt,260
disputed debt requested,27
disputed entirety,37
disputed fraudulent,31
disputed funds,38
disputed inaccurate,32
disputed information,316
disputed information credit,20
disputed item,31
disputed items,116
disputed items mandates,45
disputed matter,32
disputed multiple,42
disputed multiple times,29
disputed transaction,182
disputed transactions,264
disputed unauthorized,34
disputed unverified,21
disputed validation,30
disputed xx,43
disputed xx xx,43
disputes account,45
disputes bank,20
disputes credit,68
disputes credit bureaus,43
disputes debt,22
disputes denied,40
disputes filed,39
disputes involving,32
disputes regarding,28
disputes requests,22
disputes submitted,21
disputes xx,30
disputes xx xx,30
disputing account,631
disputing account inaccurate,411
disputing account requesting,111
disputing accounts,23
disputing accuracy,117
disputing accuracy completeness,31
disputing accuracy validity,28
disputing alleged,106
disputing alleged debt,38
disputing alleged debts,57
